role_id;authorization_name
1;SYSTEM_MENU
1;COMPANY_MENU
1;USER_MENU
1;ROLE_MENU
1;STOK_MENU
1;CARI_MENU
1;FATURA_MENU
1;PAZARYERI_MENU
1;ENTEGRASYON_AYAR
