id;il_id;aciklama;created_by;created_date
890;68;Ağaçören;admin;now
891;68;Güzelyurt;admin;now
892;68;Sarıyahşi;admin;now
893;68;Eskil;admin;now
894;68;Gülağaç;admin;now
895;69;Bayburt Merkez;admin;now
896;69;Aydıntepe;admin;now
897;69;Demirözü;admin;now
898;70;Ermenek;admin;now
899;70;Karaman Merkez;admin;now
900;70;Ayrancı;admin;now
901;70;Kazımkarabekir;admin;now
902;70;Başyayla;admin;now
903;70;Sarıveliler;admin;now
904;71;Delice;admin;now
905;71;Keskin;admin;now
906;71;Kırıkkale Merkez;admin;now
907;71;Sulakyurt;admin;now
908;71;Bahşili;admin;now
909;71;Balışeyh;admin;now
910;71;Çelebi;admin;now
911;71;Karakeçili;admin;now
912;71;Yahşihan;admin;now
913;72;Batman Merkez;admin;now
914;72;Beşiri;admin;now
915;72;Gercüş;admin;now
916;72;Kozluk;admin;now
917;72;Sason;admin;now
918;72;Hasankeyf;admin;now
919;73;Beytüşşebap;admin;now
920;73;Cizre;admin;now
921;73;İdil;admin;now
922;73;Silopi;admin;now
923;73;Şırnak Merkez;admin;now
924;73;Uludere;admin;now
925;73;Güçlükonak;admin;now
926;74;Bartın Merkez;admin;now
927;74;Kurucaşile;admin;now
928;74;Ulus;admin;now
929;74;Amasra;admin;now
930;75;Ardahan Merkez;admin;now
931;75;Çıldır;admin;now
932;75;Göle;admin;now
933;75;Hanak;admin;now
934;75;Posof;admin;now
935;75;Damal;admin;now
936;76;Aralık;admin;now
937;76;Iğdır Merkez;admin;now
938;76;Tuzluca;admin;now
939;76;Karakoyunlu;admin;now
940;77;Yalova Merkez;admin;now
941;77;Altınova;admin;now
942;77;Armutlu;admin;now
943;77;Çınarcık;admin;now
944;77;Çiftlikköy;admin;now
945;77;Termal;admin;now
946;78;Eflani;admin;now
947;78;Eskipazar;admin;now
948;78;Karabük Merkez;admin;now
949;78;Ovacık / Karabük;admin;now
950;78;Safranbolu;admin;now
951;78;Yenice / Karabük;admin;now
952;79;Kilis Merkez;admin;now
953;79;Elbeyli;admin;now
954;79;Musabeyli;admin;now
955;79;Polateli;admin;now
956;80;Bahçe;admin;now
957;80;Kadirli;admin;now
958;80;Osmaniye Merkez;admin;now
959;80;Düziçi;admin;now
960;80;Hasanbeyli;admin;now
961;80;Sumbas;admin;now
962;80;Toprakkale;admin;now
963;81;Akçakoca;admin;now
964;81;Düzce Merkez;admin;now
965;81;Yığılca;admin;now
966;81;Cumayeri;admin;now
967;81;Gölyaka;admin;now
968;81;Çilimli;admin;now
969;81;Gümüşova;admin;now
970;81;Kaynaşlı;admin;now
